external_id,order_external_id,sku,product_name,category,brand,quantity,unit_price,line_total
ITEM-00027-05-01,ORD-00027-05,BEER-STE-12,Steinlager Classic 12pk,Beer,Steinlager,2,28.99,57.98
ITEM-00027-06-01,ORD-00027-06,BEER-EPI-06,Epic Pale Ale 6pk,Beer,Epic,2,22.99,45.98
ITEM-00028-01-01,ORD-00028-01,WINE-MTD-PG,Mt Difficulty Pinot Gris,Wine,Mt Difficulty,1,27.99,27.99
ITEM-00028-01-02,ORD-00028-01,WINE-BAB-RO,Babich Rosé,Wine,Babich,1,17.99,17.99
ITEM-00031-01-01,ORD-00031-01,WINE-VIL-SB,Villa Maria Sauvignon Blanc,Wine,Villa Maria,1,19.99,19.99
ITEM-00031-01-02,ORD-00031-01,WINE-FEL-PN,Felton Road Pinot Noir,Wine,Felton Road,1,74.99,74.99
ITEM-00031-01-03,ORD-00031-01,WINE-CLO-SB,Cloudy Bay Sauvignon Blanc,Wine,Cloudy Bay,1,39.99,39.99
ITEM-00031-01-04,ORD-00031-01,WINE-BAB-RO,Babich Rosé,Wine,Babich,1,17.99,17.99
ITEM-00031-02-01,ORD-00031-02,WINE-CLO-SB,Cloudy Bay Sauvignon Blanc,Wine,Cloudy Bay,2,39.99,79.98
ITEM-00031-02-02,ORD-00031-02,WINE-FEL-PN,Felton Road Pinot Noir,Wine,Felton Road,1,74.99,74.99
ITEM-00031-02-03,ORD-00031-02,WINE-CLO-SB,Cloudy Bay Sauvignon Blanc,Wine,Cloudy Bay,2,39.99,79.98
ITEM-00031-02-04,ORD-00031-02,BEER-PAN-12,Panhead Supercharger IPA 12pk,Beer,Panhead,2,39.99,79.98
ITEM-00031-03-01,ORD-00031-03,WINE-FEL-PN,Felton Road Pinot Noir,Wine,Felton Road,1,74.99,74.99
ITEM-00031-03-02,ORD-00031-03,WINE-OYS-CH,Oyster Bay Chardonnay,Wine,Oyster Bay,1,21.99,21.99
ITEM-00031-04-01,ORD-00031-04,WINE-MTD-PG,Mt Difficulty Pinot Gris,Wine,Mt Difficulty,1,27.99,27.99
ITEM-00031-04-02,ORD-00031-04,WINE-FEL-PN,Felton Road Pinot Noir,Wine,Felton Road,1,74.99,74.99
ITEM-00031-05-01,ORD-00031-05,WINE-CLO-SB,Cloudy Bay Sauvignon Blanc,Wine,Cloudy Bay,2,39.99,79.98
ITEM-00031-05-02,ORD-00031-05,WINE-FEL-PN,Felton Road Pinot Noir,Wine,Felton Road,1,74.99,74.99
ITEM-00031-06-01,ORD-00031-06,WINE-FEL-PN,Felton Road Pinot Noir,Wine,Felton Road,2,74.99,149.98
ITEM-00031-06-02,ORD-00031-06,WINE-CLO-SB,Cloudy Bay Sauvignon Blanc,Wine,Cloudy Bay,2,39.99,79.98
ITEM-00031-07-01,ORD-00031-07,RTD-PAL-06,Pals Vodka Soda 6pk,RTDs,Pals,2,21.99,43.98
ITEM-00031-07-02,ORD-00031-07,WINE-MTD-PG,Mt Difficulty Pinot Gris,Wine,Mt Difficulty,1,27.99,27.99
ITEM-00031-08-01,ORD-00031-08,WINE-FEL-PN,Felton Road Pinot Noir,Wine,Felton Road,2,74.99,149.98
ITEM-00031-08-02,ORD-00031-08,WINE-MTD-PG,Mt Difficulty Pinot Gris,Wine,Mt Difficulty,1,27.99,27.99
ITEM-00031-08-03,ORD-00031-08,WINE-BAB-RO,Babich Rosé,Wine,Babich,1,17.99,17.99
ITEM-00031-08-04,ORD-00031-08,WINE-CLO-SB,Cloudy Bay Sauvignon Blanc,Wine,Cloudy Bay,1,39.99,39.99
ITEM-00031-08-05,ORD-00031-08,WINE-VIL-SB,Villa Maria Sauvignon Blanc,Wine,Villa Maria,1,19.99,19.99
ITEM-00031-09-01,ORD-00031-09,WINE-OYS-CH,Oyster Bay Chardonnay,Wine,Oyster Bay,2,21.99,43.98
ITEM-00031-09-02,ORD-00031-09,WINE-BAB-RO,Babich Rosé,Wine,Babich,1,17.99,17.99
ITEM-00031-10-01,ORD-00031-10,WINE-CLO-SB,Cloudy Bay Sauvignon Blanc,Wine,Cloudy Bay,2,39.99,79.98
ITEM-00031-10-02,ORD-00031-10,WINE-FEL-PN,Felton Road Pinot Noir,Wine,Felton Road,1,74.99,74.99
ITEM-00031-11-01,ORD-00031-11,WINE-MTD-PG,Mt Difficulty Pinot Gris,Wine,Mt Difficulty,2,27.99,55.98
ITEM-00031-11-02,ORD-00031-11,WINE-BAB-RO,Babich Rosé,Wine,Babich,1,17.99,17.99
ITEM-00031-12-01,ORD-00031-12,WINE-OYS-CH,Oyster Bay Chardonnay,Wine,Oyster Bay,2,21.99,43.98
ITEM-00031-12-02,ORD-00031-12,WINE-FEL-PN,Felton Road Pinot Noir,Wine,Felton Road,2,74.99,149.98
ITEM-00031-12-03,ORD-00031-12,BEER-EPI-06,Epic Pale Ale 6pk,Beer,Epic,1,22.99,22.99
ITEM-00031-12-04,ORD-00031-12,WINE-OYS-CH,Oyster Bay Chardonnay,Wine,Oyster Bay,2,21.99,43.98
ITEM-00041-01-01,ORD-00041-01,WINE-BAB-RO,Babich Rosé,Wine,Babich,1,17.99,17.99
ITEM-00041-02-01,ORD-00041-02,BEER-GAR-06,Garage Project Hazy Daze 6pk,Beer,Garage Project,1,24.99,24.99
ITEM-00041-03-01,ORD-00041-03,BEER-GAR-06,Garage Project Hazy Daze 6pk,Beer,Garage Project,2,24.99,49.98
ITEM-00041-04-01,ORD-00041-04,NA-GIE-06,Giesen 0% Sauvignon Blanc,Non-Alcoholic,Giesen,1,18.99,18.99
ITEM-00041-04-02,ORD-00041-04,WINE-VIL-SB,Villa Maria Sauvignon Blanc,Wine,Villa Maria,2,19.99,39.98
ITEM-00041-05-01,ORD-00041-05,WINE-BAB-RO,Babich Rosé,Wine,Babich,2,17.99,35.98
ITEM-00041-06-01,ORD-00041-06,MIX-EAS-04,East Imperial Ginger Beer 4pk,Mixers,East Imperial,1,12.99,12.99
ITEM-00041-07-01,ORD-00041-07,WINE-MTD-PG,Mt Difficulty Pinot Gris,Wine,Mt Difficulty,2,27.99,55.98
ITEM-00041-08-01,ORD-00041-08,NA-HEI-12,Heineken 0.0 12pk,Non-Alcoholic,Heineken,2,24.99,49.98
ITEM-00044-01-01,ORD-00044-01,RTD-PAL-06,Pals Vodka Soda 6pk,RTDs,Pals,1,21.99,21.99
ITEM-00044-02-01,ORD-00044-02,BEER-PAN-12,Panhead Supercharger IPA 12pk,Beer,Panhead,1,39.99,39.99
ITEM-00046-01-01,ORD-00046-01,SPIR-42B-VK,42 Below Vodka 1L,Spirits,42 Below,1,54.99,54.99
ITEM-00046-01-02,ORD-00046-01,SPIR-SCA-WH,Scapegrace Whisky 700ml,Spirits,Scapegrace,2,89.99,179.98
ITEM-00046-02-01,ORD-00046-02,SPIR-SCA-WH,Scapegrace Whisky 700ml,Spirits,Scapegrace,1,89.99,89.99
ITEM-00046-02-02,ORD-00046-02,SPIR-42B-VK,42 Below Vodka 1L,Spirits,42 Below,1,54.99,54.99
ITEM-00046-02-03,ORD-00046-02,SPIR-BRO-GN,Broken Heart Gin 700ml,Spirits,Broken Heart,2,79.99,159.98
ITEM-00046-03-01,ORD-00046-03,SPIR-BAC-RM,Bacardi Carta Blanca 1L,Spirits,Bacardi,1,49.99,49.99
ITEM-00046-04-01,ORD-00046-04,SPIR-SCA-WH,Scapegrace Whisky 700ml,Spirits,Scapegrace,2,89.99,179.98
ITEM-00052-01-01,ORD-00052-01,SPIR-SCA-WH,Scapegrace Whisky 700ml,Spirits,Scapegrace,1,89.99,89.99
ITEM-00052-02-01,ORD-00052-02,SPIR-BAC-RM,Bacardi Carta Blanca 1L,Spirits,Bacardi,1,49.99,49.99
ITEM-00052-02-02,ORD-00052-02,SPIR-42B-VK,42 Below Vodka 1L,Spirits,42 Below,2,54.99,109.98
ITEM-00052-03-01,ORD-00052-03,WINE-CLO-SB,Cloudy Bay Sauvignon Blanc,Wine,Cloudy Bay,1,39.99,39.99
ITEM-00052-03-02,ORD-00052-03,SPIR-SCA-WH,Scapegrace Whisky 700ml,Spirits,Scapegrace,1,89.99,89.99
ITEM-00052-03-03,ORD-00052-03,SPIR-BAC-RM,Bacardi Carta Blanca 1L,Spirits,Bacardi,2,49.99,99.98
ITEM-00052-04-01,ORD-00052-04,SPIR-42B-VK,42 Below Vodka 1L,Spirits,42 Below,2,54.99,109.98
ITEM-00052-04-02,ORD-00052-04,SPIR-BRO-GN,Broken Heart Gin 700ml,Spirits,Broken Heart,1,79.99,79.99
ITEM-00052-05-01,ORD-00052-05,SPIR-42B-VK,42 Below Vodka 1L,Spirits,42 Below,1,54.99,54.99
ITEM-00052-05-02,ORD-00052-05,SPIR-BAC-RM,Bacardi Carta Blanca 1L,Spirits,Bacardi,1,49.99,49.99
ITEM-00052-05-03,ORD-00052-05,SPIR-BRO-GN,Broken Heart Gin 700ml,Spirits,Broken Heart,2,79.99,159.98
ITEM-00052-05-04,ORD-00052-05,SPIR-BAC-RM,Bacardi Carta Blanca 1L,Spirits,Bacardi,1,49.99,49.99
ITEM-00052-06-01,ORD-00052-06,SPIR-BRO-GN,Broken Heart Gin 700ml,Spirits,Broken Heart,1,79.99,79.99
ITEM-00052-06-02,ORD-00052-06,SPIR-SCA-WH,Scapegrace Whisky 700ml,Spirits,Scapegrace,2,89.99,179.98
ITEM-00052-07-01,ORD-00052-07,SPIR-42B-VK,42 Below Vodka 1L,Spirits,42 Below,1,54.99,54.99
ITEM-00052-07-02,ORD-00052-07,SPIR-BAC-RM,Bacardi Carta Blanca 1L,Spirits,Bacardi,1,49.99,49.99
ITEM-00052-08-01,ORD-00052-08,SPIR-SCA-WH,Scapegrace Whisky 700ml,Spirits,Scapegrace,2,89.99,179.98
ITEM-00052-08-02,ORD-00052-08,SPIR-42B-VK,42 Below Vodka 1L,Spirits,42 Below,1,54.99,54.99
ITEM-00052-08-03,ORD-00052-08,SPIR-BAC-RM,Bacardi Carta Blanca 1L,Spirits,Bacardi,1,49.99,49.99
ITEM-00052-09-01,ORD-00052-09,SPIR-BAC-RM,Bacardi Carta Blanca 1L,Spirits,Bacardi,2,49.99,99.98
ITEM-00052-09-02,ORD-00052-09,SPIR-SCA-WH,Scapegrace Whisky 700ml,Spirits,Scapegrace,1,89.99,89.99
ITEM-00052-10-01,ORD-00052-10,SPIR-BRO-GN,Broken Heart Gin 700ml,Spirits,Broken Heart,2,79.99,159.98
ITEM-00052-11-01,ORD-00052-11,SPIR-42B-VK,42 Below Vodka 1L,Spirits,42 Below,1,54.99,54.99
ITEM-00052-11-02,ORD-00052-11,SPIR-BAC-RM,Bacardi Carta Blanca 1L,Spirits,Bacardi,2,49.99,99.98
ITEM-00087-01-01,ORD-00087-01,WINE-BAB-RO,Babich Rosé,Wine,Babich,2,17.99,35.98
ITEM-00087-01-02,ORD-00087-01,WINE-BAB-RO,Babich Rosé,Wine,Babich,2,17.99,35.98
ITEM-00087-01-03,ORD-00087-01,WINE-BAB-RO,Babich Rosé,Wine,Babich,2,17.99,35.98
ITEM-00087-02-01,ORD-00087-02,WINE-BAB-RO,Babich Rosé,Wine,Babich,1,17.99,17.99
ITEM-00097-01-01,ORD-00097-01,BEER-EMR-12,Emerson's Pilsner 12pk,Beer,Emerson's,1,34.99,34.99
ITEM-00097-02-01,ORD-00097-02,BEER-EMR-12,Emerson's Pilsner 12pk,Beer,Emerson's,1,34.99,34.99
